Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total
Switzerland,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,N/A,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Syria,MENA,c,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N/A,-3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Taiwan,Asia,c,2020,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,3,11,4,4,4,3,15,4,3,4,3,14,56,93
Tajikistan,Eurasia,c,2020,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,1,1,2,0,1,1,2,0,0,0,1,1,1,1,1,1,4,9,9
Tanzania,SSA,c,2020,PF,5,5,3,2,1,6,1,1,2,2,6,2,2,1,5,0,N/A,17,1,3,2,1,7,1,1,2,4,2,1,1,1,5,2,2,1,2,7,23,40
Thailand,Asia,c,2020,PF,6,4,0,1,0,1,1,1,0,1,3,0,1,1,2,0,N/A,6,1,3,1,1,6,2,1,2,5,1,1,1,2,5,3,2,3,2,10,26,32
The Gambia,SSA,c,2020,PF,4,4,2,3,2,7,2,3,2,2,9,2,1,1,4,0,N/A,20,2,2,2,2,8,2,2,2,6,2,1,2,1,6,2,2,1,1,6,26,46
Tibet,Asia,t,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,3,N/A,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,1
Timor-Leste,Asia,c,2020,F,2,3,4,4,3,11,4,4,3,3,14,3,2,2,7,0,N/A,32,3,3,4,4,14,3,3,2,8,2,1,3,2,8,3,2,2,2,9,39,71
Togo,SSA,c,2020,PF,5,4,2,2,1,5,2,1,1,2,6,2,1,2,5,0,N/A,16,2,3,2,2,9,1,2,3,6,2,1,2,1,6,2,2,1,2,7,28,44
Tonga,Asia,c,2020,F,2,2,3,3,3,9,4,4,3,3,14,3,2,2,7,0,N/A,30,2,4,4,4,14,4,3,3,10,3,3,3,3,12,4,3,3,3,13,49,79
Transnistria,Eurasia,t,2020,NF,6,6,1,1,1,3,1,1,1,1,4,1,0,1,2,0,N/A,9,0,2,1,2,5,0,1,0,1,0,0,1,1,2,2,1,1,1,5,13,22
Trinidad and Tobago,Americas,c,2020,F,2,2,4,4,3,11,3,4,3,3,13,4,2,3,9,0,N/A,33,4,4,4,4,16,4,4,3,11,3,2,2,2,9,4,3,3,3,13,49,82
Tunisia,MENA,c,2020,F,2,3,4,4,4,12,4,4,3,3,14,3,1,2,6,0,N/A,32,2,3,3,4,12,2,2,3,7,2,2,3,2,9,3,2,3,2,10,38,70
Turkey,Europe,c,2020,NF,5,6,2,2,1,5,2,2,3,1,8,2,1,0,3,0,N/A,16,1,2,1,1,5,1,1,1,3,1,0,1,1,3,1,1,2,1,5,16,32
Turkmenistan,Eurasia,c,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,2
Tuvalu,Asia,c,2020,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,3,3,3,13,56,93
Uganda,SSA,c,2020,NF,6,5,1,1,1,3,1,1,1,2,5,1,1,1,3,0,N/A,11,1,3,2,2,8,1,1,2,4,1,1,1,1,4,3,2,1,1,7,23,34
Ukraine,Eurasia,c,2020,PF,3,3,4,3,2,9,3,4,2,3,12,3,1,2,6,0,N/A,27,2,3,3,3,11,2,2,3,7,1,2,2,2,7,3,2,3,2,10,35,62
United Arab Emirates,MENA,c,2020,NF,7,6,0,1,0,1,0,0,1,1,2,0,2,0,2,0,N/A,5,0,1,1,1,3,1,0,1,2,0,1,1,1,3,1,1,1,1,4,12,17
United Kingdom,Europe,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,3,4,4,11,0,N/A,39,4,4,3,3,14,4,4,4,12,4,4,3,3,14,4,4,4,3,15,55,94
United States,Americas,c,2020,F,2,1,3,4,3,10,4,4,3,3,14,3,3,3,9,0,N/A,33,4,4,4,4,16,4,4,3,11,3,3,3,2,11,4,4,4,3,15,53,86
Uruguay,Americas,c,2020,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,3,4,4,15,4,4,4,3,15,58,98
Uzbekistan,Eurasia,c,2020,NF,7,6,0,0,1,1,0,0,0,0,0,0,0,1,1,0,N/A,2,0,0,1,1,2,0,1,0,1,0,0,1,0,1,1,1,1,1,4,8,10
Vanuatu,Asia,c,2020,F,2,2,3,4,3,10,4,4,4,3,15,3,2,3,8,0,N/A,33,2,4,4,4,14,4,4,3,11,4,3,3,3,13,4,3,2,2,11,49,82
Venezuela,Americas,c,2020,NF,7,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,N/A,2,1,3,1,1,6,0,1,1,2,0,0,0,1,1,2,1,2,0,5,14,16
Vietnam,Asia,c,2020,NF,7,5,0,0,0,0,0,0,0,1,1,0,1,1,2,0,N/A,3,1,1,1,1,4,1,0,0,1,1,1,1,1,4,2,1,3,2,8,17,20
West Bank,MENA,t,2020,NF,7,5,0,0,1,1,1,0,1,2,4,0,1,1,2,3,N/A,4,1,2,2,2,7,1,2,2,5,2,1,0,1,4,1,1,2,1,5,21,25
Western Sahara,MENA,t,2020,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N/A,-3,0,2,0,1,3,0,0,0,0,0,0,0,0,0,1,1,2,0,4,7,4
Yemen,MENA,c,2020,NF,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N/A,1,0,1,1,1,3,1,1,1,3,1,0,0,1,2,0,1,1,0,2,10,11
Zambia,SSA,c,2020,PF,4,4,2,2,2,6,2,2,3,3,10,2,2,2,6,0,N/A,22,1,3,3,2,9,2,2,3,7,2,2,2,2,8,3,2,2,1,8,32,54
Zimbabwe,SSA,c,2020,PF,5,5,1,1,1,3,2,2,1,1,6,1,1,1,3,0,N/A,12,1,3,2,1,7,1,1,1,3,1,0,0,1,2,2,1,1,1,5,17,29
Abkhazia,Eurasia,t,2019,PF,4,5,3,2,1,6,2,3,2,1,8,1,1,2,4,0,N/A,18,2,2,1,3,8,3,2,1,6,1,1,1,1,4,1,1,2,1,5,23,41
Afghanistan,Asia,c,2019,NF,5,6,1,1,1,3,2,2,1,2,7,1,1,1,3,0,N/A,13,2,1,1,2,6,2,1,1,4,1,0,0,1,2,0,1,0,1,2,14,27
Albania,Europe,c,2019,PF,3,3,3,3,2,8,3,4,3,3,13,3,2,2,7,0,N/A,28,2,4,3,4,13,4,3,2,9,2,2,2,3,9,3,2,2,2,9,40,68
Algeria,MENA,c,2019,NF,6,5,1,1,1,3,1,1,1,1,4,1,1,1,3,0,N/A,10,1,1,2,3,7,2,1,1,4,1,1,2,2,6,2,2,2,1,7,24,34
Andorra,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,N/A,39,3,3,4,4,14,4,4,3,11,4,4,4,3,15,4,4,3,4,15,55,94
Angola,SSA,c,2019,NF,6,5,0,2,1,3,2,1,1,2,6,1,1,0,2,0,N/A,11,1,2,2,2,7,2,2,2,6,1,1,1,1,4,1,1,1,0,3,20,31
Antigua and Barbuda,Americas,c,2019,F,2,2,4,4,4,12,3,4,3,3,13,3,2,3,8,0,N/A,33,3,4,4,4,15,3,3,3,9,4,3,4,3,14,4,3,3,3,13,51,84
Argentina,Americas,c,2019,F,2,2,4,4,3,11,4,4,4,3,15,3,2,3,8,0,N/A,34,3,4,4,4,15,4,4,3,11,2,3,2,3,10,4,3,4,3,14,50,84
Armenia,Eurasia,c,2019,PF,4,4,2,2,2,6,3,3,2,2,10,1,1,2,4,0,N/A,20,2,2,2,3,9,3,2,2,7,1,1,2,2,6,3,2,2,2,9,31,51
Australia,Asia,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,3,15,58,98
Austria,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,3,3,4,4,14,4,4,4,12,4,4,4,3,15,4,4,4,3,15,56,93
Azerbaijan,Eurasia,c,2019,NF,7,6,0,0,0,0,1,0,1,0,2,0,0,0,0,0,N/A,2,0,0,1,1,2,0,0,1,1,0,1,0,0,1,1,1,2,1,5,9,11
Bahamas,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,N/A,38,3,4,4,4,15,4,4,4,12,4,3,4,2,13,3,4,3,3,13,53,91
Bahrain,MENA,c,2019,NF,7,6,0,1,1,2,0,0,0,0,0,1,2,0,3,3,N/A,2,0,1,0,1,2,0,0,1,1,0,1,0,0,1,1,2,2,1,6,10,12
Bangladesh,Asia,c,2019,PF,5,5,2,1,2,5,2,1,2,2,7,2,1,2,5,0,N/A,17,1,2,1,2,6,2,2,1,5,1,1,1,1,4,3,2,2,2,9,24,41
Barbados,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,N/A,38,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,3,4,15,58,96
Belarus,Eurasia,c,2019,NF,7,6,0,0,0,0,1,0,1,1,3,0,1,1,2,0,N/A,5,0,1,0,1,2,1,1,1,3,0,1,0,1,2,2,2,2,1,7,14,19
Belgium,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,N/A,39,4,3,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,96
Belize,Americas,c,2019,F,1,2,4,4,4,12,4,4,4,2,14,4,2,4,10,0,N/A,36,3,4,4,4,15,3,4,3,10,3,3,3,3,12,4,3,3,3,13,50,86
Benin,SSA,c,2019,F,2,2,3,3,3,9,4,3,4,4,15,3,2,3,8,0,N/A,32,3,4,4,4,15,4,4,3,11,2,3,3,3,11,3,3,2,2,10,47,79
Bhutan,Asia,c,2019,PF,3,4,3,4,3,10,3,4,2,2,11,3,3,3,9,1,N/A,29,2,2,2,3,9,2,2,1,5,3,2,2,1,8,2,2,2,2,8,30,59
Bolivia,Americas,c,2019,PF,3,3,4,4,2,10,3,2,3,3,11,3,2,2,7,0,N/A,28,2,4,4,4,14,3,3,3,9,1,1,2,2,6,3,2,3,2,10,39,67
Bosnia and Herzegovina,Europe,c,2019,PF,4,4,2,2,2,6,3,2,2,2,9,2,1,1,4,0,N/A,19,2,3,2,3,10,3,2,2,7,1,2,2,2,7,3,2,3,2,10,34,53
Botswana,SSA,c,2019,F,3,2,3,4,3,10,3,2,3,2,10,3,3,2,8,0,N/A,28,2,4,3,3,12,4,4,2,10,3,3,3,2,11,3,3,2,3,11,44,72
Brazil,Americas,c,2019,F,2,2,3,3,4,10,4,4,3,3,14,2,2,2,6,0,N/A,30,3,4,4,4,15,3,3,3,9,3,2,1,2,8,4,3,3,3,13,45,75
Brunei,Asia,c,2019,NF,6,5,0,0,0,0,1,0,1,1,3,0,3,1,4,0,N/A,7,1,1,2,2,6,1,1,1,3,1,2,2,1,6,2,2,1,2,7,22,29
Bulgaria,Europe,c,2019,F,2,2,4,4,3,11,4,4,3,3,14,4,2,2,8,0,N/A,33,3,3,4,4,14,4,4,3,11,3,2,3,2,10,4,3,3,2,12,47,80
Burkina Faso,SSA,c,2019,PF,4,3,2,2,3,7,2,3,2,3,10,2,2,2,6,0,N/A,23,3,4,3,3,13,3,3,3,9,2,2,1,2,7,2,2,2,2,8,37,60
Burundi,SSA,c,2019,NF,7,6,0,0,0,0,1,0,0,2,3,0,0,0,0,0,N/A,3,0,3,2,0,5,0,0,1,1,0,0,0,1,1,1,1,1,1,4,11,14
Cabo Verde,SSA,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,3,4,4,4,15,4,4,3,11,4,3,4,3,14,4,3,3,3,13,53,90
Cambodia,Asia,c,2019,NF,6,5,0,0,1,1,0,0,1,1,2,1,1,1,3,0,N/A,6,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,2,1,6,20,26
Cameroon,SSA,c,2019,NF,6,6,0,1,0,1,1,0,1,1,3,1,1,1,3,0,N/A,7,0,2,2,1,5,0,1,1,2,0,1,0,0,1,1,1,1,1,4,12,19
Canada,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,4,4,4,16,59,99
Central African Republic,SSA,c,2019,NF,7,7,1,1,1,3,1,1,0,0,2,0,0,0,0,1,N/A,4,1,0,2,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,9
Chad,SSA,c,2019,NF,7,6,1,0,0,1,1,0,0,0,1,1,0,0,1,0,N/A,3,1,1,2,2,6,1,1,2,4,0,1,0,0,1,1,1,0,1,3,14,17
Chile,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,3,15,57,94
China,Asia,c,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,1,2,3,N/A,-1,0,0,1,1,2,1,0,1,2,1,1,0,0,2,1,1,2,2,6,12,11
Colombia,Americas,c,2019,PF,3,3,4,3,3,10,3,3,2,3,11,3,2,3,8,0,N/A,29,2,4,3,3,12,2,2,2,6,3,2,2,2,9,3,2,3,2,10,37,66
Comoros,SSA,c,2019,PF,4,4,3,3,2,8,2,2,3,2,9,2,1,1,4,0,N/A,21,2,2,3,3,10,1,2,3,6,1,2,2,2,7,2,2,1,1,6,29,50
Congo (Brazzaville),SSA,c,2019,NF,7,5,0,0,0,0,1,0,0,1,2,0,0,0,0,0,N/A,2,1,3,1,2,7,1,2,2,5,0,1,0,0,1,2,2,1,1,6,19,21
Congo (Kinshasa),SSA,c,2019,NF,7,6,0,0,0,0,1,0,0,1,2,0,0,1,1,0,N/A,3,1,3,2,1,7,0,0,1,1,0,0,0,0,0,1,1,1,1,4,12,15
Costa Rica,Americas,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,N/A,38,4,4,4,4,16,4,4,3,11,4,3,3,3,13,4,3,3,3,13,53,91
Cote d'Ivoire,SSA,c,2019,PF,4,4,3,2,2,7,2,2,2,2,8,2,1,1,4,0,N/A,19,2,3,3,3,11,2,3,3,8,1,1,2,2,6,2,2,1,2,7,32,51
Crimea,Eurasia,t,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,N/A,-2,0,1,1,1,3,0,0,1,1,0,0,0,0,0,1,1,2,2,6,10,8
Croatia,Europe,c,2019,F,1,2,4,4,4,12,4,4,3,3,14,4,3,3,10,0,N/A,36,3,3,3,4,13,4,4,4,12,3,3,3,2,11,4,3,3,3,13,49,85
Cuba,Americas,c,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N/A,1,1,3,0,1,5,0,0,0,0,0,0,1,1,2,1,1,3,1,6,13,14
Cyprus,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,N/A,38,4,4,3,4,15,4,4,4,12,4,4,4,3,15,3,4,4,3,14,56,94
Czech Republic,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,2,3,9,0,N/A,36,3,3,4,4,14,4,4,4,12,3,4,4,3,14,4,4,4,3,15,55,91
Denmark,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,3,4,3,14,4,4,3,4,15,57,97
Djibouti,SSA,c,2019,NF,6,5,0,1,1,2,1,0,1,1,3,0,1,1,2,0,N/A,7,1,1,2,2,6,0,1,2,3,0,2,1,1,4,2,2,1,1,6,19,26
Dominica,Americas,c,2019,F,1,1,4,4,3,11,4,4,4,4,16,4,3,3,10,0,N/A,37,3,4,4,4,15,3,4,4,11,4,4,4,3,15,4,4,3,4,15,56,93
Dominican Republic,Americas,c,2019,PF,3,3,3,3,3,9,3,3,3,1,10,3,2,2,7,0,N/A,26,2,4,4,4,14,3,4,3,10,3,2,2,1,8,2,3,2,2,9,41,67
Ecuador,Americas,c,2019,PF,3,3,3,3,1,7,3,2,3,3,11,3,2,2,7,0,N/A,25,2,4,3,3,12,3,3,3,9,1,2,2,2,7,3,2,3,2,10,38,63
Egypt,MENA,c,2019,NF,6,6,0,1,1,2,0,0,1,2,3,1,1,1,3,0,N/A,8,1,1,1,1,4,0,0,1,1,1,1,0,1,3,1,2,2,1,6,14,22
El Salvador,Americas,c,2019,F,2,3,4,3,4,11,4,4,2,3,13,3,2,3,8,0,N/A,32,2,4,3,3,12,3,3,2,8,2,2,1,2,7,2,2,2,2,8,35,67
Equatorial Guinea,SSA,c,2019,NF,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,0,0,2,1,0,3,0,0,0,0,0,0,0,0,0,1,1,1,0,3,6,6
Eritrea,SSA,c,2019,NF,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2
Estonia,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,4,11,0,N/A,38,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,3,3,14,56,94
Eswatini,SSA,c,2019,NF,7,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,N/A,1,1,2,1,1,5,0,1,1,2,1,1,1,1,4,1,1,1,1,4,15,16
Ethiopia,SSA,c,2019,NF,6,6,0,0,1,1,1,1,0,1,3,0,2,1,3,0,N/A,7,1,2,0,1,4,1,1,0,2,1,0,0,1,2,1,1,1,1,4,12,19
Fiji,Asia,c,2019,PF,3,3,3,2,3,8,3,1,2,3,9,3,2,2,7,0,N/A,24,2,4,3,3,12,3,3,2,8,2,1,2,2,7,3,3,2,2,10,37,61
Finland,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,100
France,Europe,c,2019,F,1,2,4,4,4,12,4,4,4,3,15,4,3,4,11,0,N/A,38,4,3,4,3,14,3,4,4,11,4,3,3,3,13,4,4,3,3,14,52,90
Gabon,SSA,c,2019,NF,7,5,0,0,0,0,1,0,0,1,2,0,1,1,2,0,N/A,4,1,3,2,2,8,1,1,1,3,0,1,1,1,3,2,1,1,1,5,19,23
Gaza Strip,MENA,t,2019,NF,7,6,0,0,0,0,1,0,0,1,2,0,1,0,1,0,N/A,3,0,1,1,2,4,0,1,1,2,0,0,0,0,0,0,1,1,0,2,8,11
Georgia,Eurasia,c,2019,PF,3,3,2,3,3,8,3,3,2,2,10,2,2,3,7,0,N/A,25,2,2,3,3,10,3,3,2,8,2,2,2,2,8,4,3,3,2,12,38,63
Germany,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,4,4,12,0,N/A,39,4,3,4,3,14,4,4,4,12,4,4,3,3,14,4,4,4,3,15,55,94
Ghana,SSA,c,2019,F,1,2,4,4,4,12,3,4,4,3,14,4,3,3,10,0,N/A,36,3,3,4,4,14,4,4,3,11,2,3,3,3,11,3,3,3,2,11,47,83
Greece,Europe,c,2019,F,1,2,4,4,4,12,4,4,4,3,15,3,3,3,9,0,N/A,36,3,3,4,4,14,4,4,4,12,3,3,3,2,11,4,3,4,3,14,51,87
Grenada,Americas,c,2019,F,1,2,4,4,3,11,4,4,4,4,16,4,3,3,10,0,N/A,37,3,4,4,4,15,4,4,3,11,4,3,3,3,13,4,3,3,3,13,52,89
Guatemala,Americas,c,2019,PF,4,4,3,3,2,8,3,3,2,2,10,2,1,1,4,0,N/A,22,2,4,3,2,11,2,2,2,6,2,1,2,1,6,3,2,2,1,8,31,53
Guinea,SSA,c,2019,PF,5,4,3,1,2,6,2,2,2,2,8,1,1,1,3,0,N/A,17,2,3,3,3,11,1,2,2,5,1,1,1,1,4,2,2,1,1,6,26,43
Guinea-Bissau,SSA,c,2019,PF,5,4,2,2,2,6,3,2,1,2,8,1,0,0,1,0,N/A,15,2,3,3,3,11,1,3,3,7,1,0,1,2,4,2,1,1,1,5,27,42
Guyana,Americas,c,2019,F,2,3,4,4,3,11,4,4,3,2,13,4,2,2,8,0,N/A,32,3,4,4,4,15,4,4,3,11,2,2,2,2,8,3,2,2,2,9,43,75
Haiti,Americas,c,2019,PF,5,5,2,1,2,5,2,1,2,2,7,2,1,2,5,0,N/A,17,2,3,2,3,10,2,1,1,4,1,1,1,1,4,2,2,2,0,6,24,41
Honduras,Americas,c,2019,PF,4,4,2,3,2,7,3,2,1,2,8,2,2,1,5,0,N/A,20,1,4,2,2,9,1,1,2,4,1,2,1,1,5,2,2,2,2,8,26,46
Hong Kong,Asia,t,2019,PF,5,2,0,1,1,2,2,1,1,3,7,1,3,2,6,0,N/A,15,2,4,2,4,12,2,4,2,8,2,3,3,3,11,3,3,4,3,13,44,59
Hungary,Europe,c,2019,PF,3,3,3,3,3,9,3,2,3,3,11,3,2,2,7,0,N/A,27,2,3,2,3,10,4,2,4,10,2,3,3,2,10,4,3,3,3,13,43,70
Iceland,Europe,c,2019,F,1,1,4,4,4,12,4,4,3,4,15,4,3,3,10,0,N/A,37,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,4,3,15,57,94
India,Asia,c,2019,F,2,3,4,4,4,12,4,4,3,3,14,4,2,3,9,0,N/A,35,2,2,3,4,11,4,3,3,10,3,2,2,2,9,3,3,2,2,10,40,75
Indian Kashmir,Asia,t,2019,PF,4,4,3,3,3,9,2,3,2,2,9,2,1,1,4,0,N/A,22,2,2,2,3,9,1,2,2,5,1,2,1,1,5,2,2,2,2,8,27,49
Indonesia,Asia,c,2019,PF,2,4,4,4,3,11,4,4,3,2,13,3,1,2,6,0,N/A,30,3,1,3,4,11,2,2,3,7,2,1,1,1,5,3,2,2,2,9,32,62
Iran,MENA,c,2019,NF,6,6,1,1,1,3,0,1,0,1,2,1,0,1,2,0,N/A,7,1,0,1,1,3,0,0,1,1,1,1,0,1,3,1,1,1,1,4,11,18
Iraq,MENA,c,2019,NF,5,6,2,3,3,8,3,3,1,1,8,1,0,1,2,1,N/A,17,1,1,1,2,5,1,2,2,5,0,0,1,0,1,1,1,1,1,4,15,32
Ireland,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,4,11,0,N/A,39,4,4,4,4,16,4,4,4,12,4,4,3,3,14,4,4,4,4,16,58,97
Israel,MENA,c,2019,F,2,3,4,4,4,12,3,4,4,2,13,4,3,3,10,0,N/A,35,3,3,3,3,12,3,2,4,9,4,3,2,2,11,3,3,3,2,11,43,78
Italy,Europe,c,2019,F,1,1,4,4,4,12,4,4,3,3,14,4,3,3,10,0,N/A,36,3,4,4,4,15,4,4,4,12,3,3,3,3,12,4,3,4,3,14,53,89
Jamaica,Americas,c,2019,F,2,2,4,4,4,12,4,4,2,3,13,4,3,2,9,0,N/A,34,4,4,4,3,15,3,4,3,10,3,2,2,1,8,3,3,2,3,11,44,78
Japan,Asia,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,4,4,12,0,N/A,40,3,4,4,4,15,4,4,4,12,4,4,4,3,15,4,4,3,3,14,56,96
Jordan,MENA,c,2019,PF,5,5,0,1,2,3,2,1,1,2,6,0,2,1,3,0,N/A,12,1,2,2,2,7,1,1,1,3,2,1,2,2,7,2,2,2,2,8,25,37
Kazakhstan,Eurasia,c,2019,NF,7,5,0,0,1,1,1,0,1,1,3,0,1,0,1,0,N/A,5,0,1,2,1,4,0,1,0,1,1,1,1,1,4,2,2,2,2,8,17,22
Kenya,SSA,c,2019,PF,4,4,1,3,2,6,2,2,2,2,8,2,1,2,5,0,N/A,19,2,2,3,3,10,2,2,3,7,2,1,1,1,5,2,1,2,2,7,29,48
Kiribati,Asia,c,2019,F,1,1,4,4,4,12,4,4,4,3,15,4,3,3,10,0,N/A,37,4,4,4,4,16,4,4,4,12,4,4,4,3,15,4,3,3,3,13,56,93
Kosovo,Europe,c,2019,PF,3,4,3,3,3,9,3,3,2,2,10,2,1,2,5,0,N/A,24,2,2,2,3,9,3,3,2,8,1,1,2,2,6,2,1,2,2,7,30,54
Kuwait,MENA,c,2019,PF,5,5,0,1,1,2,2,2,2,1,7,1,1,2,4,0,N/A,13,1,2,2,1,6,1,2,1,4,1,2,2,2,7,2,1,2,1,6,23,36
Kyrgyzstan,Eurasia,c,2019,PF,5,4,1,2,1,4,2,1,1,1,5,1,1,2,4,1,N/A,12,2,2,3,3,10,1,2,2,5,1,1,1,1,4,2,2,2,1,7,26,38
Laos,Asia,c,2019,NF,7,6,0,0,0,0,0,0,0,0,0,0,1,1,2,0,N/A,2,0,2,1,1,4,0,0,0,0,0,0,1,1,2,2,1,2,1,6,12,14
Latvia,Europe,c,2019,F,2,2,4,4,4,12,4,4,3,3,14,3,3,3,9,0,N/A,35,3,4,3,4,14,4,4,4,12,3,3,3,3,12,4,4,3,3,14,52,87
Lebanon,MENA,c,2019,PF,5,4,1,2,2,5,3,1,1,2,7,1,0,1,2,0,N/A,14,2,3,3,3,11,3,3,2,8,1,1,2,1,5,2,2,2,1,7,31,45
Lesotho,SSA,c,2019,PF,3,3,3,4,3,10,3,3,2,3,11,2,2,2,6,0,N/A,27,2,4,3,3,12,2,3,2,7,2,2,2,2,8,3,2,2,2,9,36,63
Liberia,SSA,c,2019,PF,3,3,3,3,2,8,3,3,3,3,12,3,2,2,7,0,N/A,27,2,3,3,3,11,3,3,2,8,2,1,2,2,7,3,2,2,2,9,35,62
Libya,MENA,c,2019,NF,7,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,N/A,1,1,1,1,1,4,1,1,0,2,0,0,0,0,0,0,1,1,0,2,8,9
Liechtenstein,Europe,c,2019,F,2,1,2,4,4,10,4,3,3,3,13,2,4,4,10,0,N/A,33,4,4,4,4,16,4,4,4,12,3,4,4,3,14,4,4,3,4,15,57,90
Lithuania,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,N/A,38,4,4,4,4,16,4,4,3,11,3,3,3,3,12,4,4,3,3,14,53,91
Luxembourg,Europe,c,2019,F,1,1,4,4,4,12,4,4,4,4,16,4,3,3,10,0,N/A,38,4,4,4,4,16,4,4,4,12,4,4,4,4,16,4,4,4,4,16,60,98
Madagascar,SSA,c,2019,PF,3,4,3,3,3,9,3,3,2,2,10,2,1,2,5,0,N/A,24,2,2,3,3,10,2,3,3,8,2,1,2,2,7,2,2,2,1,7,32,56
Malawi,SSA,c,2019,PF,3,3,3,3,2,8,3,3,3,3,12,3,1,2,6,0,N/A,26,3,4,4,3,14,3,2,3,8,3,2,2,2,9,2,2,1,2,7,38,64
Malaysia,Asia,c,2019,PF,4,4,2,2,2,6,2,3,2,2,9,2,2,2,6,0,N/A,21,3,1,2,3,9,2,2,2,6,2,2,2,1,7,3,3,2,1,9,31,52
Maldives,Asia,c,2019,PF,5,5,2,2,1,5,2,2,1,1,6,1,1,1,3,0,N/A,14,1,0,1,1,3,2,2,2,6,0,1,2,2,5,2,2,1,2,7,21,35
