region,date,population,cumulative_estimated_daily_excess_deaths_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_top_per_100k,cumulative_estimated_daily_excess_deaths_ci_50_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_90_bot_per_100k,cumulative_estimated_daily_excess_deaths_ci_95_bot_per_100k,cumulative_estimated_daily_excess_deaths_raw_estimate_per_100k,cumulative_daily_excess_deaths_per_100k,cumulative_daily_covid_deaths_per_100k
EMRO,2020-01-20,774669408,0.09151502964358768,0.4008858203944849,0.3712152896702254,0.2044300901986763,0.02258836415103354,-0.1329023667377422,-0.14331531405136658,0,0,0
AFRO,2020-01-20,1191645942,0.5722466550374741,2.8716088446848778,2.1311479522034884,0.7896077536237165,0.0847541190006239,-0.24679651654617563,-0.48468395112499524,0,0,0
EURO,2020-01-20,933468778,-0.001501793895580536,0.008708293995629886,0.006527335627068436,0.0014102503887756773,-0.005821292301819821,-0.013331691520759007,-0.015296532883998163,0,0,0
AMRO,2020-01-20,1032012460,-0.008705847307911053,0.03195834574926505,0.02902197928664059,0.00940764218974049,-0.008705847307911053,-0.023434157338789022,-0.025789335346589344,0,0,0
WPRO,2020-01-20,1927284137,-1.7588947166010647,-1.69842322329394,-1.7036577543611648,-1.7315883056533623,-1.7606781489485495,-1.7816597104747118,-1.7878626750071573,-47.34190570210495,-1.753403914892776,0
SEARO,2020-01-20,2044764457,0.42956452761213304,1.3622141086611215,1.0850050867661496,0.42956452761213304,-0.04302217738253033,-0.3665689566183809,-0.4351985767071355,0,0,0
Other,2020-01-27,44924020,-0.515041370547043,-0.2774532812368441,-0.2870984671772982,-0.4030148997994611,-0.526383473135884,-0.7542627190335568,-0.7892448904852125,-15.116035914428242,-0.41988988651189557,0
EMRO,2020-01-27,774669408,0.07672146424607085,0.46814493832910725,0.4567203929458675,0.2377236630727782,-0.04485685089269154,-0.23061762113191406,-0.2589776166705045,-1.7454617125255476,-0.08311722440597846,0
AFRO,2020-01-27,1191645942,0.7408925249870394,3.664791633452708,2.659399466804833,1.0003685102072268,0.0972750186628732,-0.25980135928068954,-0.5903048198085763,0.35733875186657604,0.00760295216737396,0
EURO,2020-01-27,933468778,-0.6829865549122975,-0.6676739097843926,-0.6698461311579968,-0.6776422134507509,-0.687037903717257,-0.6976540822098749,-0.6984064325942894,-36.09447854561391,-0.6810278970870548,0
AMRO,2020-01-27,1032012460,-0.2548061919287468,-0.19733544782662354,-0.2008887809298437,-0.22749133730697887,-0.2548061919287468,-0.27271985803896615,-0.27889336618730437,-8.497251463895566,-0.24277861325415903,0
WPRO,2020-01-27,1927284137,-2.0755784174846856,-1.9914218774194652,-1.9984911130037013,-2.0354145393291962,-2.0772331451741706,-2.10487802579249,-2.1070268404508012,-55.88600816535514,-2.0698521542724126,0.004721670160252037
SEARO,2020-01-27,2044764457,0.6440145763181857,1.8606177863411324,1.4672839683034937,0.6440145763181857,-0.06285444582230895,-0.5324981588788898,-0.5892231102829768,0.21282584830216078,0.021282584830216073,0
Other,2020-02-03,44924020,0.027613444852618733,0.3150945052320875,0.30424649066835596,0.15078675394376465,0.012972707529525078,-0.2905187550546228,-0.29788558921223096,5.9669124386836385,0.16574756774121216,0
EMRO,2020-02-03,774669408,0.15287840709159975,0.7165330917790935,0.6676643671223934,0.3416228787104362,0.008713465585790206,-0.2235446183607958,-0.31888918531331917,-0.8725198543127752,-0.04154856449108453,0
AFRO,2020-02-03,1191645942,0.9449374415856524,4.502705727225539,3.2803674154801894,1.2765137488417502,0.14575639705684557,-0.3093396982202228,-0.6340090602352764,2.4231999006092826,0.05155744469381453,0
EURO,2020-02-03,933468778,-1.4971124676509857,-1.4748364574610922,-1.4763742957187014,-1.4891951310065643,-1.5018179665592777,-1.5144875313606192,-1.5188041867055406,-79.1843547364682,-1.494044428989966,2.999564705312511e-4
AMRO,2020-02-03,1032012460,-0.36117114054221366,-0.2871393390160059,-0.29195823473298554,-0.3246055336280607,-0.36117114054221366,-0.37495838375763313,-0.38454484289626367,-11.850763685115389,-0.338593248146154,0
WPRO,2020-02-03,1927284137,-1.8525282788150763,-1.7516914631410196,-1.7670971640217787,-1.8043920153548048,-1.8544871432344263,-1.8883644133922806,-1.8905427525908223,-49.844653385696866,-1.8460982735443283,0.02270033730890403
SEARO,2020-02-03,2044764457,0.7399062626996241,2.1189313717731153,1.9262706240839338,0.7910980863053295,-0.10742148614896459,-0.8054105750717435,-0.9606569312422099,0.10889900296597185,0.010889900296597184,0
Other,2020-02-10,44924020,0.5735629225020836,0.9283306117624104,0.9191984707482523,0.7057571530328396,0.5566849529956974,0.2356356851132718,0.1606226441073248,27.04986079179552,0.7513850219943198,0.002228206647579624
EMRO,2020-02-10,774669408,0.17048998095952148,0.9596231127788754,0.7822042841200717,0.36943549141395476,-0.029649633720893066,-0.35974157536143625,-0.47970126195461565,-1.3246787286178967,-0.06307993945799507,0
AFRO,2020-02-10,1191645942,1.1216861093731425,5.501387745614608,3.8811816404623403,1.514141382140506,0.18407857504819292,-0.4833157375261262,-0.7117090914953976,2.9225862538264153,0.06218268625162585,0
EURO,2020-02-10,933468778,-2.2163096124010644,-2.1853441163048344,-2.191921453635947,-2.20713751974347,-2.222684725632327,-2.237903329192441,-2.2435168067456845,-117.2399614969065,-2.2120747452246508,2.999564705312511e-4
AMRO,2020-02-10,1032012460,-0.5447718404876754,-0.46031122580917644,-0.46595920743948127,-0.5043966606743076,-0.5447718404876754,-0.5626424335170782,-0.5714883387065137,-18.201029937773914,-0.5200294267935404,0
WPRO,2020-02-10,1927284137,-2.16978544246114,-2.054913692791412,-2.063516521297996,-2.112383610277802,-2.1764717045756465,-2.2081877174185895,-2.2104037529218696,-58.37266390053408,-2.161950514834595,0.053105713908545495
